,KIC,n,l,Freq,e_Freq,E_Freq,Amp,e_Amp,E_Amp,Width,e_Width,E_Width,l_lnK,lnK,source
323,4914923,18,0,1715.52,0.06,0.06,4.15,0.11,0.15,1.1,0.09,0.15,>,6.0,L
324,4914923,17,3,1748.08,0.86,0.62,,,,,,,,2.01,L
325,4914923,18,1,1755.31,0.07,0.06,,,,,,,>,6.0,L
326,4914923,18,2,1798.74,0.11,0.11,,,,,,,>,6.0,L
327,4914923,19,0,1804.25,0.06,0.06,4.71,0.15,0.13,1.17,0.11,0.12,>,6.0,L
328,4914923,18,3,1836.0,0.36,0.37,,,,,,,,2.97,L
329,4914923,19,1,1844.06,0.05,0.06,,,,,,,>,6.0,L
330,4914923,19,2,1887.67,0.11,0.1,,,,,,,>,6.0,L
331,4914923,20,0,1892.77,0.07,0.07,4.6,0.17,0.13,1.2,0.13,0.15,>,6.0,L
332,4914923,20,1,1932.85,0.07,0.07,,,,,,,>,6.0,L
333,4914923,20,2,1976.11,0.15,0.17,,,,,,,>,6.0,L
334,4914923,21,0,1981.29,0.1,0.11,3.83,0.12,0.13,1.95,0.14,0.19,>,6.0,L
335,4914923,21,1,2021.67,0.1,0.1,,,,,,,>,6.0,L
336,4914923,21,2,2065.2,0.26,0.29,,,,,,,>,6.0,L
337,4914923,22,0,2069.96,0.19,0.2,3.11,0.12,0.11,2.95,0.31,0.3,>,6.0,L
338,4914923,22,1,2111.02,0.2,0.2,,,,,,,>,6.0,L
339,4914923,22,2,2154.53,0.7,0.75,,,,,,,>,6.0,L
340,4914923,23,0,2159.16,0.56,0.53,2.42,0.11,0.14,4.52,0.49,0.75,>,6.0,L
341,4914923,23,1,2200.79,0.39,0.41,,,,,,,>,6.0,L
342,4914923,23,2,2244.48,1.11,1.34,,,,,,,,1.11,L
343,4914923,24,0,2249.42,0.65,0.69,2.02,0.13,0.08,5.75,0.9,0.52,,4.29,L
344,4914923,24,1,2289.37,0.8,0.91,,,,,,,,3.7,L
345,5184732,13,1,1420.84,0.2,0.22,,,,,,,>,6.0,L
346,5184732,13,2,1466.0,0.83,0.94,,,,,,,>,6.0,L
347,5184732,14,0,1472.96,0.22,0.23,1.15,0.06,0.08,1.09,0.22,0.3,>,6.0,L
348,5184732,14,1,1517.08,0.15,0.19,,,,,,,>,6.0,L
349,5184732,14,2,1562.34,0.47,0.38,,,,,,,,1.74,L
350,5184732,15,0,1569.01,0.2,0.18,1.54,0.08,0.09,1.62,0.3,0.31,>,6.0,L
351,5184732,15,1,1612.46,0.14,0.14,,,,,,,>,6.0,L
352,5184732,15,2,1656.32,0.35,0.33,,,,,,,>,6.0,L
353,5184732,16,0,1663.05,0.11,0.11,1.98,0.08,0.07,1.71,0.24,0.19,>,6.0,L
354,5184732,16,1,1706.18,0.1,0.1,,,,,,,>,6.0,L
355,5184732,16,2,1750.26,0.19,0.17,,,,,,,>,6.0,L
356,5184732,17,0,1756.69,0.07,0.07,2.61,0.07,0.08,1.35,0.11,0.13,>,6.0,L
357,5184732,17,1,1800.5,0.08,0.07,,,,,,,>,6.0,L
358,5184732,17,2,1844.74,0.15,0.14,,,,,,,>,6.0,L
359,5184732,18,0,1851.15,0.08,0.08,2.95,0.08,0.08,1.53,0.13,0.12,>,6.0,L
360,5184732,18,1,1895.59,0.06,0.06,,,,,,,>,6.0,L
361,5184732,18,2,1940.45,0.1,0.13,,,,,,,>,6.0,L
362,5184732,19,0,1946.65,0.06,0.06,3.64,0.09,0.08,1.24,0.08,0.12,>,6.0,L
363,5184732,18,3,1982.1,0.57,0.74,,,,,,,,2.62,L
364,5184732,19,1,1991.57,0.06,0.06,,,,,,,>,6.0,L
365,5184732,19,2,2036.35,0.09,0.1,,,,,,,>,6.0,L
366,5184732,20,0,2042.31,0.05,0.06,3.94,0.1,0.09,1.26,0.08,0.12,>,6.0,L
367,5184732,19,3,2076.67,0.53,0.55,,,,,,,,1.56,L
368,5184732,20,1,2087.45,0.06,0.06,,,,,,,>,6.0,L
369,5184732,20,2,2132.34,0.1,0.1,,,,,,,>,6.0,L
370,5184732,21,0,2138.21,0.06,0.06,4.21,0.12,0.08,1.47,0.1,0.12,>,6.0,L
371,5184732,20,3,2173.09,0.42,0.6,,,,,,,>,6.0,L
372,5184732,21,1,2183.32,0.07,0.07,,,,,,,>,6.0,L
373,5184732,21,2,2227.82,0.12,0.13,,,,,,,>,6.0,L
374,5184732,22,0,2233.51,0.08,0.09,3.74,0.09,0.08,1.83,0.1,0.14,>,6.0,L
375,5184732,21,3,2269.23,0.57,0.5,,,,,,,,3.44,L
376,5184732,22,1,2279.09,0.08,0.09,,,,,,,>,6.0,L
377,5184732,22,2,2324.03,0.2,0.19,,,,,,,>,6.0,L
378,5184732,23,0,2329.03,0.13,0.13,2.91,0.05,0.09,2.45,0.19,0.16,>,6.0,L
379,5184732,22,3,2365.48,0.88,0.77,,,,,,,,3.31,L
380,5184732,23,1,2375.03,0.12,0.11,,,,,,,>,6.0,L
381,5184732,23,2,2419.92,0.29,0.29,,,,,,,>,6.0,L
382,5184732,24,0,2425.2,0.23,0.22,2.41,0.06,0.07,3.82,0.29,0.3,>,6.0,L
383,5184732,23,3,2464.89,1.45,1.32,,,,,,,,1.83,L
384,5184732,24,1,2471.7,0.22,0.2,,,,,,,>,6.0,L
385,5184732,24,2,2516.54,0.63,0.5,,,,,,,>,6.0,L
386,5184732,25,0,2521.91,0.34,0.31,2.02,0.08,0.06,4.94,0.51,0.5,>,6.0,L
387,5184732,25,1,2567.82,0.4,0.37,,,,,,,>,6.0,L
388,5184732,25,2,2613.77,1.13,0.97,,,,,,,>,6.0,L
389,5184732,26,0,2617.38,0.86,0.85,1.56,0.07,0.08,8.21,1.19,0.89,>,6.0,L
390,5184732,26,1,2665.52,0.73,0.75,,,,,,,>,6.0,L
391,5184732,26,2,2708.44,1.39,0.73,,,,,,,,0.54,L
392,5184732,27,0,2712.67,1.35,0.62,1.18,0.06,0.07,6.77,1.02,1.34,,3.93,L
393,5184732,27,1,2761.16,0.89,0.84,,,,,,,>,6.0,L
394,5773345,9,1,611.04,0.35,0.38,,,,,,,>,6.0,L
395,5773345,10,1,668.35,0.12,0.12,,,,,,,>,6.0,L
396,5773345,11,1,722.55,0.3,0.36,,,,,,,>,6.0,L
397,5773345,11,2,745.83,1.67,1.05,,,,,,,,-0.67,L
398,5773345,12,0,753.26,0.23,0.27,3.03,0.2,0.13,2.03,0.32,0.54,>,6.0,L
399,5773345,12,1,777.95,0.28,0.31,,,,,,,>,6.0,L
400,5773345,12,2,804.71,0.83,0.94,,,,,,,>,6.0,L
401,5773345,13,0,808.97,0.3,0.28,3.5,0.26,0.17,3.04,0.65,0.65,>,6.0,L
402,5773345,13,1,834.51,0.3,0.33,,,,,,,>,6.0,L
403,5773345,13,2,862.31,1.21,1.32,,,,,,,,0.35,L
404,5773345,14,0,866.24,0.32,0.3,3.67,0.24,0.22,3.36,0.85,0.72,>,6.0,L
405,5773345,14,1,891.77,0.21,0.23,,,,,,,>,6.0,L
406,5773345,14,2,918.84,0.66,0.6,,,,,,,>,6.0,L
407,5773345,15,0,923.46,0.23,0.26,4.71,0.27,0.21,2.69,0.7,0.88,>,6.0,L
408,5773345,15,1,949.68,0.21,0.25,,,,,,,>,6.0,L
409,5773345,15,2,976.82,0.82,0.7,,,,,,,>,6.0,L
410,5773345,16,0,980.68,0.35,0.29,4.93,0.22,0.25,4.05,0.63,0.47,>,6.0,L
411,5773345,16,1,1005.88,0.27,0.26,,,,,,,>,6.0,L
412,5773345,16,2,1031.35,0.69,0.76,,,,,,,>,6.0,L
413,5773345,17,0,1036.35,0.27,0.26,5.6,0.23,0.25,3.78,0.46,0.39,>,6.0,L
414,5773345,17,1,1062.51,0.15,0.16,,,,,,,>,6.0,L
415,5773345,17,2,1088.84,0.51,0.43,,,,,,,>,6.0,L
416,5773345,18,0,1093.0,0.18,0.19,6.13,0.31,0.18,2.31,0.24,0.38,>,6.0,L
417,5773345,18,1,1119.51,0.16,0.19,,,,,,,>,6.0,L
418,5773345,18,2,1146.16,0.44,0.5,,,,,,,>,6.0,L
419,5773345,19,0,1150.71,0.23,0.26,5.69,0.22,0.27,3.21,0.44,0.43,>,6.0,L
420,5773345,19,1,1177.45,0.18,0.16,,,,,,,>,6.0,L
421,5773345,19,2,1204.8,0.85,0.7,,,,,,,>,6.0,L
422,5773345,20,0,1207.82,0.2,0.22,5.28,0.23,0.2,2.75,0.38,0.42,>,6.0,L
423,5773345,20,1,1236.06,0.17,0.21,,,,,,,>,6.0,L
424,5773345,20,2,1263.0,0.96,0.83,,,,,,,>,6.0,L
425,5773345,21,0,1266.28,0.33,0.32,4.7,0.17,0.28,3.45,0.32,0.55,>,6.0,L
426,5773345,21,1,1294.8,0.23,0.22,,,,,,,>,6.0,L
427,5773345,21,2,1320.59,1.1,1.01,,,,,,,>,6.0,L
428,5773345,22,0,1324.48,0.29,0.3,4.06,0.21,0.16,3.48,0.38,0.68,>,6.0,L
429,5773345,22,1,1353.37,0.34,0.4,,,,,,,>,6.0,L
430,5773345,22,2,1379.95,1.55,2.16,,,,,,,>,6.0,L
431,5773345,23,0,1382.39,0.39,0.34,3.78,0.23,0.15,4.47,0.81,0.74,>,6.0,L
432,5773345,23,1,1411.08,0.34,0.33,,,,,,,>,6.0,L
433,5773345,23,2,1436.41,1.16,0.97,,,,,,,>,6.0,L
434,5773345,24,0,1440.14,0.39,0.44,2.86,0.13,0.25,4.27,0.97,0.76,>,6.0,L
435,5773345,24,1,1469.73,0.65,0.81,,,,,,,>,6.0,L
436,5773345,24,2,1496.85,1.32,1.94,,,,,,,>,6.0,L
437,5773345,25,0,1499.74,0.79,0.74,2.26,0.14,0.2,4.48,0.86,1.2,>,6.0,L
438,5773345,25,1,1529.09,0.77,0.73,,,,,,,>,6.0,L
439,5950854,13,0,1398.16,0.42,0.58,2.15,0.69,0.57,0.72,0.71,1.31,>,6.0,L
440,5950854,14,0,1493.83,1.19,1.52,1.92,0.76,0.65,1.66,1.19,1.82,,1.38,L
441,5950854,14,1,1536.37,0.81,1.06,,,,,,,,1.63,L
442,5950854,15,0,1589.59,0.61,0.66,2.35,0.47,0.57,2.02,0.87,1.05,,1.25,L
443,5950854,15,1,1631.41,0.31,0.33,,,,,,,>,6.0,L
444,5950854,15,2,1678.92,0.4,0.44,,,,,,,>,6.0,L
445,5950854,16,0,1684.23,0.26,0.3,2.81,0.36,0.34,0.97,0.25,0.39,>,6.0,L
446,5950854,16,1,1726.93,0.15,0.15,,,,,,,>,6.0,L
447,5950854,16,2,1775.46,2.48,0.21,,,,,,,,1.0,L
448,5950854,17,0,1781.25,0.12,0.14,3.04,0.37,0.33,0.88,0.38,0.28,>,6.0,L
449,5950854,17,1,1824.03,0.1,0.1,,,,,,,>,6.0,L
450,5950854,17,2,1872.78,0.18,0.18,,,,,,,>,6.0,L
451,5950854,18,0,1877.77,0.09,0.1,4.54,0.36,0.3,0.81,0.17,0.21,>,6.0,L
452,5950854,18,1,1921.15,0.13,0.13,,,,,,,>,6.0,L
453,5950854,18,2,1968.98,0.42,0.4,,,,,,,>,6.0,L
454,5950854,19,0,1974.0,0.3,0.3,4.33,0.31,0.37,1.93,0.38,0.36,>,6.0,L
455,5950854,19,1,2017.96,0.16,0.16,,,,,,,>,6.0,L
456,5950854,19,2,2067.3,0.32,0.4,,,,,,,>,6.0,L
457,5950854,20,0,2071.01,0.17,0.17,3.53,0.37,0.32,1.03,0.37,0.49,>,6.0,L
458,5950854,20,1,2115.49,0.18,0.21,,,,,,,>,6.0,L
459,5950854,20,2,2165.05,1.0,1.01,,,,,,,,-0.14,L
460,5950854,21,0,2168.68,0.53,0.63,2.45,0.39,0.37,1.59,0.66,1.04,,2.26,L
461,5950854,21,1,2212.7,0.44,0.56,,,,,,,>,6.0,L
462,5950854,21,2,2262.15,0.83,1.02,,,,,,,,-0.4,L
463,5950854,22,0,2265.29,0.9,0.86,2.51,0.35,0.38,1.65,0.75,1.57,,1.82,L
464,5950854,22,1,2310.78,0.46,0.48,,,,,,,>,6.0,L
465,6106415,12,1,1439.98,0.32,0.44,,,,,,,>,6.0,L
466,6106415,13,0,1497.32,0.2,0.18,0.98,0.06,0.1,1.34,0.36,0.59,>,6.0,L
467,6106415,13,1,1545.05,0.2,0.2,,,,,,,>,6.0,L
468,6106415,13,2,1593.73,0.32,0.31,,,,,,,,2.1,L
469,6106415,14,0,1601.65,0.13,0.14,1.13,0.08,0.06,1.1,0.17,0.35,>,6.0,L
470,6106415,14,1,1649.16,0.16,0.18,,,,,,,>,6.0,L
471,6106415,14,2,1697.49,0.33,0.41,,,,,,,>,6.0,L
472,6106415,15,0,1705.28,0.09,0.09,1.59,0.06,0.07,1.29,0.13,0.19,>,6.0,L
473,6106415,15,1,1752.23,0.11,0.12,,,,,,,>,6.0,L
474,6106415,15,2,1800.37,0.19,0.2,,,,,,,>,6.0,L
475,6106415,16,0,1807.46,0.09,0.1,2.11,0.06,0.07,1.82,0.22,0.18,>,6.0,L
476,6106415,16,1,1854.56,0.09,0.09,,,,,,,>,6.0,L
477,6106415,16,2,1902.55,0.17,0.18,,,,,,,>,6.0,L
478,6106415,17,0,1909.94,0.09,0.08,2.65,0.08,0.06,1.64,0.18,0.08,>,6.0,L
479,6106415,17,1,1957.32,0.09,0.09,,,,,,,>,6.0,L
480,6106415,17,2,2005.66,0.13,0.13,,,,,,,>,6.0,L
481,6106415,18,0,2013.06,0.08,0.09,3.07,0.09,0.07,1.77,0.15,0.12,>,6.0,L
482,6106415,18,1,2061.47,0.07,0.07,,,,,,,>,6.0,L
483,6106415,18,2,2110.19,0.09,0.11,,,,,,,>,6.0,L
484,6106415,19,0,2117.35,0.06,0.07,3.77,0.1,0.06,1.52,0.1,0.11,>,6.0,L
485,6106415,19,1,2165.91,0.07,0.07,,,,,,,>,6.0,L
486,6106415,19,2,2214.39,0.09,0.1,,,,,,,>,6.0,L
487,6106415,20,0,2221.52,0.06,0.06,3.87,0.08,0.08,1.43,0.08,0.1,>,6.0,L
488,6106415,19,3,2259.15,0.52,0.22,,,,,,,,3.87,L
489,6106415,20,1,2270.39,0.07,0.07,,,,,,,>,6.0,L
490,6106415,20,2,2318.82,0.12,0.12,,,,,,,>,6.0,L
491,6106415,21,0,2325.64,0.07,0.09,3.71,0.07,0.08,1.94,0.09,0.13,>,6.0,L
492,6106415,20,3,2363.96,0.43,0.47,,,,,,,>,6.0,L
493,6106415,21,1,2374.55,0.08,0.08,,,,,,,>,6.0,L
494,6106415,21,2,2423.11,0.21,0.19,,,,,,,>,6.0,L
495,6106415,22,0,2429.81,0.1,0.11,3.35,0.07,0.07,2.54,0.1,0.2,>,6.0,L
496,6106415,21,3,2467.17,0.59,0.64,,,,,,,>,6.0,L
497,6106415,22,1,2478.93,0.11,0.09,,,,,,,>,6.0,L
498,6106415,22,2,2528.38,0.23,0.21,,,,,,,>,6.0,L
499,6106415,23,0,2534.02,0.15,0.14,2.84,0.07,0.05,3.34,0.23,0.2,>,6.0,L
500,6106415,22,3,2572.76,0.78,0.87,,,,,,,>,6.0,L
501,6106415,23,1,2583.85,0.14,0.13,,,,,,,>,6.0,L
502,6106415,23,2,2633.84,0.33,0.37,,,,,,,>,6.0,L
503,6106415,24,0,2639.38,0.17,0.2,2.24,0.07,0.04,4.09,0.26,0.31,>,6.0,L
504,6106415,24,1,2689.27,0.2,0.19,,,,,,,>,6.0,L
505,6106415,24,2,2738.6,0.53,0.56,,,,,,,>,6.0,L
506,6106415,25,0,2744.16,0.37,0.41,1.88,0.05,0.06,6.38,0.62,0.39,>,6.0,L
507,6106415,25,1,2794.15,0.35,0.38,,,,,,,>,6.0,L
508,6106415,25,2,2845.24,0.89,1.17,,,,,,,>,6.0,L
509,6106415,26,0,2848.94,0.77,0.83,1.49,0.05,0.04,9.14,0.71,0.98,>,6.0,L
510,6106415,26,1,2900.82,0.49,0.5,,,,,,,>,6.0,L
511,6106415,26,2,2951.5,1.15,1.13,,,,,,,>,6.0,L
512,6106415,27,0,2954.37,0.87,0.89,1.21,0.04,0.04,8.6,0.92,0.69,>,6.0,L
513,6106415,27,1,3005.94,0.79,0.66,,,,,,,>,6.0,L
514,6116048,12,1,1393.95,0.19,0.17,,,,,,,>,6.0,L
515,6116048,13,0,1449.95,0.22,0.23,1.18,0.08,0.07,1.15,0.32,0.46,>,6.0,L
516,6116048,13,1,1495.44,0.18,0.19,,,,,,,>,6.0,L
517,6116048,13,2,1542.17,0.53,0.49,,,,,,,,2.58,L
518,6116048,14,0,1550.17,0.12,0.15,1.38,0.09,0.08,1.49,0.34,0.32,>,6.0,L
519,6116048,14,1,1594.88,0.16,0.13,,,,,,,>,6.0,L
520,6116048,14,2,1642.36,0.36,0.38,,,,,,,>,6.0,L
521,6116048,15,0,1649.72,0.12,0.11,1.89,0.07,0.08,1.6,0.18,0.25,>,6.0,L
522,6116048,15,1,1694.13,0.09,0.1,,,,,,,>,6.0,L
523,6116048,15,2,1741.13,0.17,0.17,,,,,,,>,6.0,L
524,6116048,16,0,1748.2,0.07,0.08,2.32,0.05,0.1,1.32,0.14,0.18,>,6.0,L
525,6116048,16,1,1793.37,0.09,0.08,,,,,,,>,6.0,L
526,6116048,16,2,1841.23,0.16,0.14,,,,,,,>,6.0,L
527,6116048,17,0,1847.81,0.07,0.07,3.07,0.07,0.08,1.59,0.13,0.14,>,6.0,L
528,6116048,17,1,1893.75,0.07,0.08,,,,,,,>,6.0,L
529,6116048,17,2,1941.88,0.11,0.11,,,,,,,>,6.0,L
530,6116048,18,0,1948.28,0.07,0.07,3.55,0.09,0.08,1.44,0.11,0.14,>,6.0,L
531,6116048,18,1,1994.87,0.07,0.06,,,,,,,>,6.0,L
532,6116048,18,2,2043.09,0.11,0.12,,,,,,,>,6.0,L
533,6116048,19,0,2049.43,0.06,0.07,4.11,0.08,0.1,1.42,0.12,0.11,>,6.0,L
534,6116048,18,3,2085.6,0.45,0.57,,,,,,,,3.01,L
535,6116048,19,1,2095.84,0.06,0.06,,,,,,,>,6.0,L
536,6116048,19,2,2143.95,0.13,0.11,,,,,,,>,6.0,L
537,6116048,20,0,2149.97,0.07,0.07,3.99,0.09,0.08,1.69,0.13,0.15,>,6.0,L
538,6116048,19,3,2187.92,0.44,0.5,,,,,,,,3.5,L
539,6116048,20,1,2196.79,0.07,0.07,,,,,,,>,6.0,L
540,6116048,20,2,2245.12,0.15,0.14,,,,,,,>,6.0,L
541,6116048,21,0,2250.59,0.09,0.09,3.54,0.08,0.08,1.98,0.16,0.16,>,6.0,L
542,6116048,20,3,2288.84,0.59,0.57,,,,,,,,3.46,L
543,6116048,21,1,2297.82,0.08,0.09,,,,,,,>,6.0,L
544,6116048,21,2,2345.7,0.29,0.25,,,,,,,>,6.0,L
545,6116048,22,0,2351.59,0.14,0.16,3.16,0.07,0.09,3.31,0.22,0.25,>,6.0,L
546,6116048,21,3,2389.14,0.89,0.91,,,,,,,,2.78,L
547,6116048,22,1,2399.29,0.14,0.14,,,,,,,>,6.0,L
548,6116048,22,2,2447.72,0.33,0.36,,,,,,,>,6.0,L
549,6116048,23,0,2453.1,0.24,0.25,2.67,0.08,0.08,4.8,0.49,0.32,>,6.0,L
550,6116048,23,1,2501.02,0.22,0.19,,,,,,,>,6.0,L
551,6116048,23,2,2550.19,0.45,0.42,,,,,,,>,6.0,L
552,6116048,24,0,2556.1,0.36,0.33,2.15,0.08,0.06,4.36,0.18,0.82,>,6.0,L
553,6116048,24,1,2603.64,0.29,0.32,,,,,,,>,6.0,L
554,6116048,24,2,2651.29,0.99,0.97,,,,,,,>,6.0,L
555,6116048,25,0,2656.6,0.48,0.54,1.96,0.12,0.07,8.14,1.16,1.25,>,6.0,L
556,6116048,25,1,2706.48,0.58,0.57,,,,,,,,4.93,L
557,6116048,25,2,2755.04,1.21,1.12,,,,,,,>,6.0,L
558,6116048,26,0,2759.47,0.88,1.11,1.58,0.08,0.08,10.96,2.04,1.09,,4.74,L
559,6116048,26,1,2809.84,0.74,0.76,,,,,,,,3.97,L
560,6116048,26,2,2854.46,1.55,1.56,,,,,,,,1.08,L
561,6116048,27,0,2862.67,1.06,1.2,1.21,0.07,0.07,8.79,1.09,1.33,>,6.0,L
562,6116048,27,1,2911.25,1.41,1.5,,,,,,,,3.63,L
563,6225718,11,1,1351.15,0.7,0.59,,,,,,,,2.2,L
564,6225718,12,0,1407.23,1.18,0.95,0.79,0.13,0.09,2.5,1.34,2.31,>,6.0,L
565,6225718,12,1,1454.25,0.7,0.53,,,,,,,>,6.0,L
566,6225718,13,0,1510.1,0.48,0.7,0.99,0.15,0.11,2.5,0.95,2.66,>,6.0,L
567,6225718,13,1,1558.45,0.42,0.54,,,,,,,>,6.0,L
568,6225718,13,2,1605.68,0.81,0.74,,,,,,,,1.45,L
569,6225718,14,0,1615.12,0.29,0.24,1.16,0.07,0.07,2.6,0.51,0.67,>,6.0,L
570,6225718,14,1,1664.09,0.23,0.21,,,,,,,>,6.0,L
571,6225718,14,2,1711.4,0.6,0.5,,,,,,,,3.14,L
572,6225718,15,0,1720.35,0.17,0.18,1.46,0.07,0.06,2.3,0.37,0.35,>,6.0,L
573,6225718,15,1,1769.65,0.14,0.15,,,,,,,>,6.0,L
574,6225718,15,2,1816.19,0.36,0.34,,,,,,,>,6.0,L
575,6225718,16,0,1825.41,0.13,0.12,1.89,0.07,0.06,2.19,0.22,0.34,>,6.0,L
576,6225718,16,1,1873.88,0.14,0.13,,,,,,,>,6.0,L
577,6225718,16,2,1919.97,0.26,0.26,,,,,,,>,6.0,L
578,6225718,17,0,1929.05,0.14,0.12,2.29,0.06,0.06,2.84,0.2,0.3,>,6.0,L
579,6225718,17,1,1977.35,0.12,0.11,,,,,,,>,6.0,L
580,6225718,17,2,2023.8,0.21,0.22,,,,,,,>,6.0,L
581,6225718,18,0,2032.68,0.11,0.11,2.77,0.05,0.07,2.67,0.18,0.23,>,6.0,L
582,6225718,18,1,2081.57,0.09,0.09,,,,,,,>,6.0,L
583,6225718,18,2,2128.62,0.16,0.15,,,,,,,>,6.0,L
584,6225718,19,0,2137.59,0.09,0.1,3.14,0.06,0.06,2.5,0.15,0.21,>,6.0,L
585,6225718,19,1,2186.89,0.09,0.08,,,,,,,>,6.0,L
586,6225718,19,2,2234.7,0.16,0.16,,,,,,,>,6.0,L
587,6225718,20,0,2243.42,0.08,0.08,3.47,0.06,0.07,2.22,0.12,0.16,>,6.0,L
588,6225718,19,3,2281.61,3.36,1.97,,,,,,,,3.01,L
589,6225718,20,1,2293.05,0.09,0.09,,,,,,,>,6.0,L
590,6225718,20,2,2340.63,0.16,0.17,,,,,,,>,6.0,L
591,6225718,21,0,2349.64,0.09,0.08,3.46,0.06,0.07,2.61,0.17,0.16,>,6.0,L
592,6225718,20,3,2385.57,1.16,0.93,,,,,,,,3.94,L
593,6225718,21,1,2399.39,0.1,0.08,,,,,,,>,6.0,L
594,6225718,21,2,2446.71,0.15,0.16,,,,,,,>,6.0,L
595,6225718,22,0,2455.69,0.1,0.11,3.46,0.06,0.07,3.03,0.23,0.19,>,6.0,L
596,6225718,21,3,2493.08,1.64,1.24,,,,,,,,3.66,L
597,6225718,22,1,2505.34,0.11,0.1,,,,,,,>,6.0,L
598,6225718,22,2,2552.85,0.24,0.22,,,,,,,>,6.0,L
599,6225718,23,0,2561.29,0.14,0.15,3.18,0.06,0.06,4.01,0.18,0.25,>,6.0,L
600,6225718,22,3,2598.55,1.66,1.55,,,,,,,,3.12,L
601,6225718,23,1,2611.2,0.14,0.13,,,,,,,>,6.0,L
602,6225718,23,2,2658.63,0.32,0.33,,,,,,,>,6.0,L
603,6225718,24,0,2666.49,0.22,0.24,2.72,0.04,0.06,5.23,0.33,0.26,>,6.0,L
604,6225718,24,1,2717.47,0.17,0.18,,,,,,,>,6.0,L
605,6225718,24,2,2765.05,0.4,0.4,,,,,,,>,6.0,L
606,6225718,25,0,2773.06,0.31,0.3,2.41,0.06,0.05,6.75,0.51,0.38,>,6.0,L
607,6225718,25,1,2824.15,0.26,0.27,,,,,,,>,6.0,L
608,6225718,25,2,2872.28,0.54,0.55,,,,,,,>,6.0,L
609,6225718,26,0,2879.34,0.5,0.56,1.96,0.06,0.06,7.6,0.81,0.63,>,6.0,L
610,6225718,26,1,2931.24,0.34,0.35,,,,,,,>,6.0,L
611,6225718,26,2,2978.49,0.84,0.8,,,,,,,,3.78,L
612,6225718,27,0,2987.15,0.49,0.49,1.7,0.06,0.04,7.53,0.74,0.87,>,6.0,L
613,6225718,27,1,3038.67,0.53,0.51,,,,,,,>,6.0,L
614,6225718,27,2,3084.55,1.59,1.37,,,,,,,,1.45,L
615,6225718,28,0,3092.8,0.92,0.88,1.46,0.06,0.07,8.85,1.11,1.44,>,6.0,L
616,6225718,28,1,3145.65,0.62,0.61,,,,,,,,4.92,L
617,6225718,28,2,3194.64,1.27,1.68,,,,,,,,2.18,L
618,6225718,29,0,3204.41,0.93,0.88,0.98,0.1,0.08,5.87,1.41,2.75,,3.81,L
619,6225718,29,1,3251.96,1.47,1.71,,,,,,,,4.2,L
620,6225718,29,2,3302.59,2.57,2.16,,,,,,,,1.22,L
621,6225718,30,0,3314.17,2.02,2.07,1.12,0.08,0.07,11.64,1.65,1.55,,3.81,L
622,6508366,9,2,571.01,0.86,2.13,,,,,,,>,6.0,L
623,6508366,10,0,573.78,0.57,0.6,1.45,0.22,0.21,1.89,0.83,0.78,,3.08,L
624,6508366,10,1,595.74,0.39,0.46,,,,,,,,2.27,L
625,6508366,10,2,620.52,1.42,0.87,,,,,,,,0.67,L
626,6508366,11,0,624.23,0.77,0.71,2.49,0.19,0.16,3.52,0.86,0.96,>,6.0,L
627,6508366,11,1,645.75,0.3,0.33,,,,,,,,4.18,L
628,6508366,11,2,669.44,0.68,0.93,,,,,,,,1.83,L
629,6508366,12,0,673.05,0.62,0.75,2.96,0.15,0.14,3.63,0.72,0.58,>,6.0,L
630,6508366,12,1,694.25,0.24,0.27,,,,,,,,4.8,L
631,6508366,12,2,719.64,0.53,0.57,,,,,,,>,6.0,L
632,6508366,13,0,723.0,0.37,0.38,3.36,0.11,0.16,3.41,0.47,0.57,>,6.0,L
633,6508366,13,1,745.12,0.19,0.2,,,,,,,>,6.0,L
634,6508366,13,2,771.19,0.42,0.45,,,,,,,>,6.0,L
635,6508366,14,0,775.36,0.38,0.42,3.7,0.13,0.12,3.5,0.46,0.44,>,6.0,L
636,6508366,14,1,796.99,0.19,0.22,,,,,,,>,6.0,L
637,6508366,14,2,823.92,0.41,0.4,,,,,,,>,6.0,L
638,6508366,15,0,827.5,0.29,0.3,4.23,0.11,0.15,3.84,0.53,0.33,>,6.0,L
639,6508366,15,1,849.25,0.18,0.21,,,,,,,>,6.0,L
640,6508366,15,2,874.55,0.43,0.44,,,,,,,>,6.0,L
641,6508366,16,0,877.77,0.43,0.51,4.69,0.1,0.13,4.83,0.53,0.41,>,6.0,L
642,6508366,16,1,900.35,0.24,0.26,,,,,,,>,6.0,L
643,6508366,16,2,924.93,0.78,0.79,,,,,,,>,6.0,L
644,6508366,17,0,930.36,0.49,0.62,5.1,0.12,0.12,5.69,0.5,0.59,>,6.0,L
645,6508366,17,1,951.34,0.22,0.22,,,,,,,>,6.0,L
646,6508366,17,2,976.79,0.65,0.88,,,,,,,>,6.0,L
647,6508366,18,0,980.14,0.51,0.48,5.02,0.14,0.1,5.54,0.35,0.62,>,6.0,L
648,6508366,18,1,1002.51,0.21,0.23,,,,,,,>,6.0,L
649,6508366,18,2,1029.29,0.43,0.4,,,,,,,>,6.0,L
650,6508366,19,0,1030.94,0.14,0.07,4.84,0.12,0.11,4.94,0.35,0.48,>,6.0,L
